acceptability,Air Bag-Frontal-Driver,Air Bag-Frontal-Passenger,Basic Miles/km,Basic Years,Body Style,brake type,Brakes-ABS,Car year,drivetrain,Gas Mileage city,Gas Mileage Hwy,MRP,Parking Aid,Passenger Capacity,Tire Pressure Monitor
unaccepted,1,1,36000,3,7,4,1,2009,3,20,27,26045,0,5,1
accepted,1,1,36000,3,7,4,1,2009,3,20,27,27745,0,5,1
unaccepted,1,1,36000,3,7,4,1,2010,1,15,23,26480,0,5,1
accepted,1,1,36000,3,7,4,1,2010,1,21,27,22795,0,5,1
unaccepted,1,1,36000,3,7,4,1,2010,1,21,27,25095,0,5,1
accepted,1,1,36000,3,7,4,1,2010,1,21,27,27745,0,5,1
unaccepted,1,1,36000,3,7,4,1,2010,1,21,27,29745,0,5,1
accepted,1,1,36000,3,7,4,1,2010,3,16,22,29495,0,8,1
accepted,1,1,36000,3,7,4,1,2010,3,16,22,32345,0,8,1
unaccepted,1,1,36000,3,7,4,1,2010,3,16,22,35445,0,8,1
unaccepted,1,1,36000,3,7,4,1,2010,3,16,22,37045,0,8,1
unaccepted,1,1,36000,3,7,4,1,2010,3,16,22,38645,1,8,1
unaccepted,1,1,36000,3,7,4,1,2010,3,16,22,40245,1,8,1
unaccepted,1,1,36000,3,7,4,1,2010,3,16,24,23990,0,5,1
accepted,1,1,36000,3,7,4,1,2010,3,17,23,27895,0,8,1
accepted,1,1,36000,3,7,4,1,2010,3,17,23,30745,0,8,1
accepted,1,1,36000,3,7,4,1,2010,3,17,23,33845,0,8,1
unaccepted,1,1,36000,3,7,4,1,2010,3,17,23,35445,0,8,1
unaccepted,1,1,36000,3,7,4,1,2010,3,17,23,37045,1,8,1
unaccepted,1,1,36000,3,7,4,1,2010,3,17,23,38645,1,8,1
accepted,1,1,36000,3,7,4,1,2010,3,19,25,20845,0,5,1
accepted,1,1,36000,3,7,4,1,2010,3,21,28,21545,0,5,1
unaccepted,1,1,36000,3,7,4,1,2010,3,21,28,23845,0,5,1
accepted,1,1,36000,3,7,4,1,2010,3,21,28,26495,0,5,1
accepted,1,1,36000,3,7,4,1,2010,3,21,28,28495,0,5,1
unaccepted,1,1,36000,3,7,4,1,2011,1,13,20,38090,0,7,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,21,37055,1,7,1
accepted,1,1,36000,3,7,4,1,2011,1,16,21,43025,1,7,1
accepted,1,1,36000,3,7,4,1,2011,1,16,21,45520,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,22,29920,0,8,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,22,31195,0,7,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,22,32520,0,5,1
accepted,1,1,36000,3,7,4,1,2011,1,16,22,32770,0,8,1
accepted,1,1,36000,3,7,4,1,2011,1,16,22,34060,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,22,35420,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,22,35870,0,8,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,22,37470,0,8,1
accepted,1,1,36000,3,7,4,1,2011,1,16,22,37870,0,8,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,22,40030,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,22,40670,1,8,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,22,42525,1,7,1
accepted,1,1,36000,3,7,4,1,2011,1,16,22,44020,1,7,1
accepted,1,1,36000,3,7,4,1,2011,1,16,23,34000,0,8,1
accepted,1,1,36000,3,7,4,1,2011,1,16,23,36625,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,23,40345,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,1,16,23,41250,1,7,1
accepted,1,1,36000,3,7,4,1,2011,1,16,23,45380,1,7,1
accepted,1,1,36000,3,7,4,1,2011,1,17,23,30360,0,7,1
accepted,1,1,36000,3,7,4,1,2011,1,17,23,33520,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,1,17,23,39535,1,7,1
accepted,1,1,36000,3,7,4,1,2011,1,21,27,23145,0,5,1
accepted,1,1,36000,3,7,4,1,2011,1,21,27,23845,0,5,1
unaccepted,1,1,36000,3,7,4,1,2011,1,21,27,25445,0,5,1
unaccepted,1,1,36000,3,7,4,1,2011,1,21,27,28095,0,5,1
accepted,1,1,36000,3,7,4,1,2011,1,21,27,30095,0,5,1
accepted,1,1,36000,3,7,4,1,2011,3,14,20,35690,0,7,1
unaccepted,1,1,36000,3,7,4,1,2011,3,16,23,29195,0,7,1
accepted,1,1,36000,3,7,4,1,2011,3,16,23,30520,0,5,1
accepted,1,1,36000,3,7,4,1,2011,3,16,23,33420,1,7,1
accepted,1,1,36000,3,7,4,1,2011,3,16,23,42020,1,7,1
accepted,1,1,36000,3,7,4,1,2011,3,17,23,28320,0,8,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,23,31170,0,8,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,23,34270,0,8,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,23,35870,0,8,1
accepted,1,1,36000,3,7,4,1,2011,3,17,23,36270,0,8,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,23,39070,1,8,1
accepted,1,1,36000,3,7,4,1,2011,3,17,24,29355,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,24,32000,0,8,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,24,32210,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,24,34625,1,7,1
accepted,1,1,36000,3,7,4,1,2011,3,17,24,38180,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,24,38345,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,24,39250,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,24,40675,1,7,1
accepted,1,1,36000,3,7,4,1,2011,3,17,24,43380,1,7,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,25,28360,0,7,1
unaccepted,1,1,36000,3,7,4,1,2011,3,17,25,31520,1,7,1
accepted,1,1,36000,3,7,4,1,2011,3,17,25,37535,1,7,1
accepted,1,1,36000,3,7,4,1,2011,3,21,28,21895,0,5,1
accepted,1,1,36000,3,7,4,1,2011,3,21,28,22595,0,5,1
accepted,1,1,36000,3,7,4,1,2011,3,21,28,24195,0,5,1
unaccepted,1,1,36000,3,7,4,1,2011,3,21,28,26845,0,5,1
accepted,1,1,36000,3,7,4,1,2011,3,21,28,28845,0,5,1
unaccepted,1,1,36000,3,7,4,1,2012,1,13,20,38395,0,7,1
unaccepted,1,1,36000,3,7,4,1,2012,1,16,22,31195,0,7,1
unaccepted,1,1,36000,3,7,4,1,2012,1,16,22,33010,0,5,1
unaccepted,1,1,36000,3,7,4,1,2012,1,16,22,35995,1,7,1
accepted,1,1,36000,3,7,4,1,2012,1,16,22,43195,1,7,1
accepted,1,1,36000,3,7,4,1,2012,1,16,23,31660,0,8,1
accepted,1,1,36000,3,7,4,1,2012,1,16,23,34760,1,8,1
unaccepted,1,1,36000,3,7,4,1,2012,1,16,23,34835,0,8,1
accepted,1,1,36000,3,7,4,1,2012,1,16,23,37310,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,1,16,23,37905,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,1,16,23,41035,1,7,1
accepted,1,1,36000,3,7,4,1,2012,1,16,23,41060,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,1,16,23,41965,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,1,16,23,46810,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,1,17,23,30280,0,7,1
accepted,1,1,36000,3,7,4,1,2012,1,17,23,34095,1,7,1
accepted,1,1,36000,3,7,4,1,2012,1,17,23,39855,1,7,1
accepted,1,1,36000,3,7,4,1,2012,1,17,24,30220,0,8,1
unaccepted,1,1,36000,3,7,4,1,2012,1,17,24,33070,0,8,1
accepted,1,1,36000,3,7,4,1,2012,1,17,24,36320,0,8,1
unaccepted,1,1,36000,3,7,4,1,2012,1,17,24,37920,0,8,1
unaccepted,1,1,36000,3,7,4,1,2012,1,17,24,38320,0,8,1
accepted,1,1,36000,3,7,4,1,2012,1,17,24,40970,1,8,1
accepted,1,1,36000,3,7,4,1,2012,1,22,30,23745,0,5,1
unaccepted,1,1,36000,3,7,4,1,2012,1,22,30,25845,0,5,1
accepted,1,1,36000,3,7,4,1,2012,1,22,30,28495,0,5,1
unaccepted,1,1,36000,3,7,4,1,2012,1,22,30,29195,0,5,1
unaccepted,1,1,36000,3,7,4,1,2012,1,22,30,29995,0,5,1
accepted,1,1,36000,3,7,4,1,2012,3,14,20,35795,0,7,1
unaccepted,1,1,36000,3,7,4,1,2012,3,16,23,28995,0,7,1
unaccepted,1,1,36000,3,7,4,1,2012,3,16,23,30960,0,5,1
unaccepted,1,1,36000,3,7,4,1,2012,3,16,23,33795,1,7,1
accepted,1,1,36000,3,7,4,1,2012,3,16,23,40995,1,7,1
accepted,1,1,36000,3,7,4,1,2012,3,17,24,29660,0,8,1
accepted,1,1,36000,3,7,4,1,2012,3,17,24,32760,1,8,1
accepted,1,1,36000,3,7,4,1,2012,3,17,24,32835,0,8,1
accepted,1,1,36000,3,7,4,1,2012,3,17,24,35310,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,3,17,24,35905,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,3,17,24,39035,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,3,17,24,39060,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,3,17,24,39965,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,3,17,24,44810,1,7,1
accepted,1,1,36000,3,7,4,1,2012,3,18,25,28280,0,7,1
unaccepted,1,1,36000,3,7,4,1,2012,3,18,25,28620,0,8,1
accepted,1,1,36000,3,7,4,1,2012,3,18,25,31470,0,8,1
accepted,1,1,36000,3,7,4,1,2012,3,18,25,32095,1,7,1
unaccepted,1,1,36000,3,7,4,1,2012,3,18,25,34720,0,8,1
accepted,1,1,36000,3,7,4,1,2012,3,18,25,36320,0,8,1
unaccepted,1,1,36000,3,7,4,1,2012,3,18,25,36720,0,8,1
accepted,1,1,36000,3,7,4,1,2012,3,18,25,37855,1,7,1
accepted,1,1,36000,3,7,4,1,2012,3,18,25,39370,1,8,1
accepted,1,1,36000,3,7,4,1,2012,3,23,31,22495,0,5,1
unaccepted,1,1,36000,3,7,4,1,2012,3,23,31,24595,0,5,1
unaccepted,1,1,36000,3,7,4,1,2012,3,23,31,27245,0,5,1
unaccepted,1,1,36000,3,7,4,1,2012,3,23,31,27945,0,5,1
accepted,1,1,36000,3,7,4,1,2012,3,23,31,28745,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,1,13,20,39245,0,7,1
accepted,1,1,36000,3,7,4,1,2013,1,16,23,32145,0,7,1
unaccepted,1,1,36000,3,7,4,1,2013,1,16,23,32510,0,8,1
unaccepted,1,1,36000,3,7,4,1,2013,1,16,23,35725,1,8,1
unaccepted,1,1,36000,3,7,4,1,2013,1,16,23,36050,1,8,1
accepted,1,1,36000,3,7,4,1,2013,1,16,23,37545,1,7,1
accepted,1,1,36000,3,7,4,1,2013,1,16,23,41780,1,7,1
unaccepted,1,1,36000,3,7,4,1,2013,1,16,23,42345,1,7,1
accepted,1,1,36000,3,7,4,1,2013,1,16,23,42575,1,7,1
accepted,1,1,36000,3,7,4,1,2013,1,16,23,47945,1,7,1
accepted,1,1,36000,3,7,4,1,2013,1,17,23,31100,0,7,1
accepted,1,1,36000,3,7,4,1,2013,1,17,23,34680,1,7,1
accepted,1,1,36000,3,7,4,1,2013,1,17,23,39150,1,5,1
unaccepted,1,1,36000,3,7,4,1,2013,1,17,23,40100,1,7,1
unaccepted,1,1,36000,3,7,4,1,2013,1,17,24,31120,0,8,1
unaccepted,1,1,36000,3,7,4,1,2013,1,17,24,33370,0,8,1
accepted,1,1,36000,3,7,4,1,2013,1,17,24,36620,0,8,1
unaccepted,1,1,36000,3,7,4,1,2013,1,17,24,38220,0,8,1
unaccepted,1,1,36000,3,7,4,1,2013,1,17,24,38620,0,8,1
unaccepted,1,1,36000,3,7,4,1,2013,1,17,24,41270,1,8,1
accepted,1,1,36000,3,7,4,1,2013,1,18,25,29650,0,5,1
accepted,1,1,36000,3,7,4,1,2013,1,18,25,33050,1,5,1
accepted,1,1,36000,3,7,4,1,2013,1,18,25,37050,1,5,1
accepted,1,1,36000,3,7,4,1,2013,1,20,29,25975,0,5,1
accepted,1,1,36000,3,7,4,1,2013,1,20,29,27620,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,1,20,29,28055,0,5,1
accepted,1,1,36000,3,7,4,1,2013,1,20,29,31105,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,1,20,29,32735,1,5,1
accepted,1,1,36000,3,7,4,1,2013,1,20,29,36745,1,5,1
accepted,1,1,36000,3,7,4,1,2013,1,21,28,32120,1,5,1
unaccepted,1,1,36000,3,7,4,1,2013,1,22,30,24045,0,5,1
accepted,1,1,36000,3,7,4,1,2013,1,22,30,26145,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,1,22,30,26820,0,5,1
accepted,1,1,36000,3,7,4,1,2013,1,22,30,28795,0,5,1
accepted,1,1,36000,3,7,4,1,2013,1,22,30,29495,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,1,22,30,29920,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,1,22,30,30295,0,5,1
accepted,1,1,36000,3,7,4,1,2013,3,14,20,36495,0,7,1
accepted,1,1,36000,3,7,4,1,2013,3,16,23,29795,0,7,1
unaccepted,1,1,36000,3,7,4,1,2013,3,16,23,35195,1,7,1
accepted,1,1,36000,3,7,4,1,2013,3,16,23,39995,1,7,1
unaccepted,1,1,36000,3,7,4,1,2013,3,17,24,29100,0,7,1
unaccepted,1,1,36000,3,7,4,1,2013,3,17,24,30510,0,8,1
unaccepted,1,1,36000,3,7,4,1,2013,3,17,24,32680,1,7,1
accepted,1,1,36000,3,7,4,1,2013,3,17,24,33725,1,8,1
accepted,1,1,36000,3,7,4,1,2013,3,17,24,34050,1,8,1
unaccepted,1,1,36000,3,7,4,1,2013,3,17,24,38100,1,7,1
unaccepted,1,1,36000,3,7,4,1,2013,3,17,24,39780,1,7,1
accepted,1,1,36000,3,7,4,1,2013,3,17,24,40575,1,7,1
accepted,1,1,36000,3,7,4,1,2013,3,17,24,45945,1,7,1
unaccepted,1,1,36000,3,7,4,1,2013,3,18,25,29520,0,8,1
accepted,1,1,36000,3,7,4,1,2013,3,18,25,31770,0,8,1
unaccepted,1,1,36000,3,7,4,1,2013,3,18,25,35020,0,8,1
unaccepted,1,1,36000,3,7,4,1,2013,3,18,25,36620,0,8,1
accepted,1,1,36000,3,7,4,1,2013,3,18,25,37020,0,8,1
unaccepted,1,1,36000,3,7,4,1,2013,3,18,25,39670,1,8,1
accepted,1,1,36000,3,7,4,1,2013,3,19,26,37200,1,5,1
accepted,1,1,36000,3,7,4,1,2013,3,19,27,27700,0,5,1
accepted,1,1,36000,3,7,4,1,2013,3,19,27,31100,1,5,1
unaccepted,1,1,36000,3,7,4,1,2013,3,19,27,35100,1,5,1
unaccepted,1,1,36000,3,7,4,1,2013,3,22,30,30370,1,5,1
accepted,1,1,36000,3,7,4,1,2013,3,22,31,22470,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,3,22,32,24225,0,5,1
accepted,1,1,36000,3,7,4,1,2013,3,22,32,25870,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,3,22,32,26305,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,3,22,32,29355,0,5,1
accepted,1,1,36000,3,7,4,1,2013,3,22,32,30985,1,5,1
unaccepted,1,1,36000,3,7,4,1,2013,3,22,32,34995,1,5,1
accepted,1,1,36000,3,7,4,1,2013,3,23,31,22795,0,5,1
accepted,1,1,36000,3,7,4,1,2013,3,23,31,24895,0,5,1
accepted,1,1,36000,3,7,4,1,2013,3,23,31,27545,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,3,23,31,28245,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,3,23,31,29045,0,5,1
unaccepted,1,1,36000,3,7,4,1,2013,3,23,33,25070,0,5,1
accepted,1,1,36000,3,7,4,1,2013,3,23,33,28170,0,5,1
accepted,1,1,36000,3,7,4,1,2014,1,16,23,32795,0,8,1
unaccepted,1,1,36000,3,7,4,1,2014,1,16,23,36010,1,8,1
unaccepted,1,1,36000,3,7,4,1,2014,1,16,23,36485,1,8,1
accepted,1,1,36000,3,7,4,1,2014,1,16,23,42540,1,7,1
accepted,1,1,36000,3,7,4,1,2014,1,16,23,43255,1,7,1
unaccepted,1,1,36000,3,7,4,1,2014,1,16,23,48825,1,7,1
accepted,1,1,36000,3,7,4,1,2014,1,20,29,26190,0,5,1
unaccepted,1,1,36000,3,7,4,1,2014,1,20,29,27835,0,5,1
unaccepted,1,1,36000,3,7,4,1,2014,1,20,29,28215,0,5,1
unaccepted,1,1,36000,3,7,4,1,2014,1,20,29,31265,0,5,1
unaccepted,1,1,36000,3,7,4,1,2014,1,20,29,33400,1,5,1
accepted,1,1,36000,3,7,4,1,2014,1,20,29,36905,1,5,1
accepted,1,1,36000,3,7,4,1,2014,3,17,24,30795,0,8,1
accepted,1,1,36000,3,7,4,1,2014,3,17,24,34010,1,8,1
accepted,1,1,36000,3,7,4,1,2014,3,17,24,34485,1,8,1
accepted,1,1,36000,3,7,4,1,2014,3,17,24,40540,1,7,1
unaccepted,1,1,36000,3,7,4,1,2014,3,17,24,41255,1,7,1
unaccepted,1,1,36000,3,7,4,1,2014,3,17,24,46825,1,7,1
unaccepted,1,1,36000,3,7,4,1,2014,3,22,32,24440,0,5,1
unaccepted,1,1,36000,3,7,4,1,2014,3,22,32,26085,0,5,1
unaccepted,1,1,36000,3,7,4,1,2014,3,22,32,26465,0,5,1
unaccepted,1,1,36000,3,7,4,1,2014,3,22,32,29515,0,5,1
accepted,1,1,36000,3,7,4,1,2014,3,22,32,31650,1,5,1
unaccepted,1,1,36000,3,7,4,1,2014,3,22,32,35155,1,5,1
unaccepted,1,1,36000,3,7,4,1,2015,1,16,23,32995,0,8,1
accepted,1,1,36000,3,7,4,1,2015,1,16,23,35795,1,8,1
unaccepted,1,1,36000,3,7,4,1,2015,1,16,23,35975,1,8,1
unaccepted,1,1,36000,3,7,4,1,2015,1,16,23,42820,1,7,1
accepted,1,1,36000,3,7,4,1,2015,1,16,23,43935,1,7,1
accepted,1,1,36000,3,7,4,1,2015,1,16,23,49690,1,7,1
unaccepted,1,1,36000,3,7,4,1,2015,1,20,29,26270,0,5,1
unaccepted,1,1,36000,3,7,4,1,2015,1,20,29,27920,0,5,1
unaccepted,1,1,36000,3,7,4,1,2015,1,20,29,28310,0,5,1
accepted,1,1,36000,3,7,4,1,2015,1,20,29,31570,0,5,1
unaccepted,1,1,36000,3,7,4,1,2015,1,20,29,33670,1,5,1
accepted,1,1,36000,3,7,4,1,2015,1,20,29,37240,1,5,1
unaccepted,1,1,36000,3,7,4,1,2015,1,24,31,21620,0,5,1
accepted,1,1,36000,3,7,4,1,2015,1,24,31,23945,0,5,1
unaccepted,1,1,36000,3,7,4,1,2015,1,24,31,26530,1,5,1
accepted,1,1,36000,3,7,4,1,2015,3,17,24,30995,0,8,1
unaccepted,1,1,36000,3,7,4,1,2015,3,17,24,33795,1,8,1
accepted,1,1,36000,3,7,4,1,2015,3,17,24,33975,1,8,1
unaccepted,1,1,36000,3,7,4,1,2015,3,17,24,40820,1,7,1
unaccepted,1,1,36000,3,7,4,1,2015,3,17,24,41935,1,7,1
accepted,1,1,36000,3,7,4,1,2015,3,17,24,47690,1,7,1
accepted,1,1,36000,3,7,4,1,2015,3,22,32,22120,0,5,1
unaccepted,1,1,36000,3,7,4,1,2015,3,22,32,24070,0,5,1
unaccepted,1,1,36000,3,7,4,1,2015,3,22,32,24520,0,5,1
accepted,1,1,36000,3,7,4,1,2015,3,22,32,26170,0,5,1
accepted,1,1,36000,3,7,4,1,2015,3,22,32,26560,0,5,1
accepted,1,1,36000,3,7,4,1,2015,3,22,32,29820,0,5,1
unaccepted,1,1,36000,3,7,4,1,2015,3,22,32,31920,1,5,1
unaccepted,1,1,36000,3,7,4,1,2015,3,22,32,35490,1,5,1
unaccepted,1,1,36000,3,7,4,1,2015,3,26,34,20120,0,5,1
accepted,1,1,36000,3,7,4,1,2015,3,26,34,22445,0,5,1
accepted,1,1,36000,3,7,4,1,2015,3,26,34,25030,1,5,1
unaccepted,1,1,36000,3,7,4,1,2016,1,15,22,33205,0,8,1
unaccepted,1,1,36000,3,7,4,1,2016,1,15,22,36005,1,8,1
unaccepted,1,1,36000,3,7,4,1,2016,1,15,22,36175,1,8,1
unaccepted,1,1,36000,3,7,4,1,2016,1,15,22,43020,1,7,1
unaccepted,1,1,36000,3,7,4,1,2016,1,15,22,44145,1,7,1
accepted,1,1,36000,3,7,4,1,2016,1,15,22,49890,1,7,1
unaccepted,1,1,36000,3,7,4,1,2016,1,20,29,27160,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,1,20,29,28400,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,1,20,29,28750,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,1,20,29,31690,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,1,20,29,32570,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,1,20,29,35925,1,5,1
accepted,1,1,36000,3,7,4,1,2016,1,24,31,21800,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,1,24,31,24145,0,5,1
accepted,1,1,36000,3,7,4,1,2016,1,24,31,26730,1,5,1
accepted,1,1,36000,3,7,4,1,2016,3,15,22,30975,1,8,1
accepted,1,1,36000,3,7,4,1,2016,3,15,22,31205,0,8,1
accepted,1,1,36000,3,7,4,1,2016,3,15,22,34005,1,8,1
unaccepted,1,1,36000,3,7,4,1,2016,3,15,22,34175,1,8,1
unaccepted,1,1,36000,3,7,4,1,2016,3,15,22,41020,1,7,1
unaccepted,1,1,36000,3,7,4,1,2016,3,15,22,42145,1,7,1
unaccepted,1,1,36000,3,7,4,1,2016,3,15,22,47890,1,7,1
accepted,1,1,36000,3,7,4,1,2016,3,22,32,22600,0,5,1
accepted,1,1,36000,3,7,4,1,2016,3,22,32,23975,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,3,22,32,25410,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,3,22,32,26650,0,5,1
accepted,1,1,36000,3,7,4,1,2016,3,22,32,27000,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,3,22,32,29940,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,3,22,32,30820,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,3,22,32,34175,1,5,1
accepted,1,1,36000,3,7,4,1,2016,3,26,34,20300,0,5,1
unaccepted,1,1,36000,3,7,4,1,2016,3,26,34,22645,0,5,1
accepted,1,1,36000,3,7,4,1,2016,3,26,34,25230,1,5,1
unaccepted,1,1,36000,3,7,4,1,2018,1,17,25,34600,0,8,1
unaccepted,1,1,36000,3,7,4,1,2018,1,17,25,38900,1,7,1
accepted,1,1,36000,3,7,4,1,2018,1,17,25,41600,1,6,1
accepted,1,1,36000,3,7,4,1,2018,1,17,25,43700,1,7,1
unaccepted,1,1,36000,3,7,4,1,2018,1,17,25,47100,1,6,1
accepted,1,1,36000,3,7,4,1,2018,1,17,25,47900,1,7,1
unaccepted,1,1,36000,3,7,4,1,2018,1,17,25,52600,1,7,1
unaccepted,1,1,36000,3,7,4,1,2018,1,21,25,34600,0,7,1
unaccepted,1,1,36000,3,7,4,1,2018,1,24,30,22500,0,5,1
unaccepted,1,1,36000,3,7,4,1,2018,1,24,30,24400,0,5,1
accepted,1,1,36000,3,7,4,1,2018,1,24,30,27300,0,5,1
unaccepted,1,1,36000,3,7,4,1,2018,1,24,30,28500,0,5,1
accepted,1,1,36000,3,7,4,1,2018,1,24,30,28800,1,5,1
unaccepted,1,1,36000,3,7,4,1,2018,1,24,30,34500,1,5,1
accepted,1,1,36000,3,7,4,1,2018,3,18,25,45100,1,6,1
unaccepted,1,1,36000,3,7,4,1,2018,3,18,27,29930,0,8,1
accepted,1,1,36000,3,7,4,1,2018,3,18,27,32600,0,8,1
accepted,1,1,36000,3,7,4,1,2018,3,18,27,35100,0,7,1
unaccepted,1,1,36000,3,7,4,1,2018,3,18,27,41700,1,7,1
accepted,1,1,36000,3,7,4,1,2018,3,18,27,45000,1,7,1
accepted,1,1,36000,3,7,4,1,2018,3,20,26,42600,1,7,1
unaccepted,1,1,36000,3,7,4,1,2018,3,21,26,29000,0,7,1
unaccepted,1,1,36000,3,7,4,1,2018,3,21,26,32600,0,7,1
unaccepted,1,1,36000,3,7,4,1,2018,3,21,26,38500,1,6,1
accepted,1,1,36000,3,7,4,1,2018,3,25,33,21000,0,5,1
unaccepted,1,1,36000,3,7,4,1,2018,3,25,33,22900,0,5,1
accepted,1,1,36000,3,7,4,1,2018,3,25,33,27300,1,5,1
accepted,1,1,36000,3,7,4,1,2018,3,26,32,23580,0,5,1
accepted,1,1,36000,3,7,4,1,2018,3,26,32,25600,0,5,1
accepted,1,1,36000,3,7,4,1,2018,3,26,32,26800,0,5,1
accepted,1,1,36000,3,7,4,1,2018,3,26,32,30800,1,5,1
unaccepted,1,1,36000,3,7,4,1,2019,1,17,25,34900,0,8,1
accepted,1,1,36000,3,7,4,1,2019,1,17,25,39200,1,7,1
accepted,1,1,36000,3,7,4,1,2019,1,17,25,41100,1,7,1
unaccepted,1,1,36000,3,7,4,1,2019,1,17,25,45700,1,7,1
unaccepted,1,1,36000,3,7,4,1,2019,1,17,25,48400,1,7,1
accepted,1,1,36000,3,7,4,1,2019,1,17,25,53200,1,7,1
accepted,1,1,36000,3,7,4,1,2019,1,18,25,36000,0,5,1
unaccepted,1,1,36000,3,7,4,1,2019,1,18,25,43500,1,5,1
accepted,1,1,36000,3,7,4,1,2019,1,18,25,45600,1,5,1
unaccepted,1,1,36000,3,7,4,1,2019,1,24,29,22800,0,5,1
unaccepted,1,1,36000,3,7,4,1,2019,1,24,29,24700,0,5,1
unaccepted,1,1,36000,3,7,4,1,2019,1,24,29,29100,1,5,1
unaccepted,1,1,36000,3,7,4,1,2019,1,25,30,27600,0,5,1
unaccepted,1,1,36000,3,7,4,1,2019,1,25,30,30015,1,5,1
unaccepted,1,1,36000,3,7,4,1,2019,1,25,30,32900,1,5,1
accepted,1,1,36000,3,7,4,1,2019,3,18,27,29930,0,8,1
accepted,1,1,36000,3,7,4,1,2019,3,18,27,32900,0,8,1
unaccepted,1,1,36000,3,7,4,1,2019,3,18,27,35400,0,7,1
accepted,1,1,36000,3,7,4,1,2019,3,18,27,39100,1,7,1
accepted,1,1,36000,3,7,4,1,2019,3,18,27,43100,1,7,1
unaccepted,1,1,36000,3,7,4,1,2019,3,18,27,45500,1,7,1
unaccepted,1,1,36000,3,7,4,1,2019,3,20,26,40600,1,5,1
accepted,1,1,36000,3,7,4,1,2019,3,20,26,42700,1,5,1
unaccepted,1,1,36000,3,7,4,1,2019,3,22,27,28800,0,5,1
unaccepted,1,1,36000,3,7,4,1,2019,3,22,27,32300,0,5,1
accepted,1,1,36000,3,7,4,1,2019,3,26,31,21300,0,5,1
unaccepted,1,1,36000,3,7,4,1,2019,3,26,31,23200,0,5,1
unaccepted,1,1,36000,3,7,4,1,2019,3,26,31,27600,1,5,1
accepted,1,1,36000,3,7,4,1,2019,3,26,32,23800,0,5,1
unaccepted,1,1,36000,3,7,4,1,2019,3,26,32,25900,0,5,1
