acceptability,Air Bag-Frontal-Driver,Air Bag-Frontal-Passenger,Basic Miles/km,Basic Years,Body Style,brake type,Brakes-ABS,Car year,drivetrain,Gas Mileage city,Gas Mileage Hwy,MRP,Parking Aid,Passenger Capacity,Tire Pressure Monitor
unaccepted,0,0,36000,3,1,4,0,2007,3,19,28,19250,0,4,1
unaccepted,0,0,36000,3,1,4,0,2007,3,19,28,20245,0,4,1
unaccepted,0,0,36000,3,1,4,1,2007,3,17,25,25695,0,4,1
unaccepted,0,0,36000,3,1,4,1,2007,3,17,25,26875,0,4,1
accepted,0,0,36000,3,4,4,0,2007,3,19,28,24075,0,4,1
unaccepted,0,0,36000,3,4,4,0,2007,3,19,28,25070,0,4,1
accepted,0,0,36000,3,4,4,1,2007,3,17,25,30520,0,4,1
accepted,0,0,36000,3,4,4,1,2007,3,17,25,31700,0,4,1
accepted,0,0,50000,4,4,4,1,2011,3,17,24,62500,0,2,1
accepted,0,0,50000,4,4,4,1,2011,3,18,28,47450,0,2,1
accepted,0,0,50000,4,4,4,1,2011,3,19,26,53350,0,2,1
accepted,0,0,50000,4,7,4,1,2013,1,18,27,38600,0,5,1
accepted,0,0,50000,4,7,4,1,2013,1,22,33,32500,0,5,1
unaccepted,0,0,50000,4,7,4,1,2013,3,24,34,30800,0,5,1
unaccepted,1,0,50000,4,1,4,1,2013,1,17,25,40400,0,4,1
unaccepted,1,0,50000,4,1,4,1,2013,1,18,27,46800,0,4,1
unaccepted,1,0,50000,4,1,4,1,2013,3,18,26,52100,0,4,1
accepted,1,0,50000,4,1,4,1,2013,3,18,27,45100,0,4,1
unaccepted,1,0,50000,4,1,4,1,2013,3,18,28,38700,0,4,1
accepted,1,0,50000,4,3,4,1,2013,1,21,31,45150,0,5,1
unaccepted,1,0,50000,4,3,4,1,2013,1,22,33,38850,0,5,1
unaccepted,1,0,50000,4,3,4,1,2013,1,23,35,34550,0,5,1
accepted,1,0,50000,4,3,4,1,2013,3,22,34,36850,0,5,1
accepted,1,0,50000,4,3,4,1,2013,3,23,33,43150,0,5,1
unaccepted,1,0,50000,4,3,4,1,2013,3,24,36,32550,0,5,1
accepted,1,0,50000,4,3,4,1,2013,3,25,33,49650,0,5,1
accepted,1,0,50000,4,4,4,1,2013,3,18,26,61100,0,4,1
unaccepted,1,0,50000,4,4,4,1,2013,3,18,27,47900,0,4,1
accepted,1,0,50000,4,4,4,1,2013,3,23,33,54100,0,4,1
accepted,1,0,50000,4,7,4,1,2013,1,12,17,88850,1,5,1
accepted,1,1,36000,3,1,1,0,2015,3,15,23,26995,0,5,1
accepted,1,1,36000,3,1,1,0,2015,3,15,23,29995,1,5,1
accepted,1,1,36000,3,1,1,1,2014,3,14,23,39485,0,5,1
accepted,1,1,36000,3,1,1,1,2014,3,14,23,44685,1,5,1
accepted,1,1,36000,3,1,1,1,2014,3,15,23,30495,0,5,1
unaccepted,1,1,36000,3,1,1,1,2014,3,15,23,30495,1,5,0
accepted,1,1,36000,3,1,1,1,2014,3,15,24,55110,0,4,1
unaccepted,1,1,36000,3,1,1,1,2014,3,15,26,31210,0,4,1
accepted,1,1,36000,3,1,1,1,2014,3,15,26,35310,0,4,1
unaccepted,1,1,36000,3,1,1,1,2014,3,18,27,26495,0,5,1
accepted,1,1,36000,3,1,1,1,2014,3,18,27,26495,1,5,1
unaccepted,1,1,36000,3,1,1,1,2014,3,19,29,22510,0,4,1
accepted,1,1,36000,3,1,1,1,2014,3,19,29,26610,0,4,1
accepted,1,1,36000,3,1,1,1,2014,3,22,31,22790,0,5,1
accepted,1,1,36000,3,1,1,1,2014,3,22,31,22990,0,5,1
unaccepted,1,1,36000,3,1,1,1,2014,3,22,31,24290,0,5,1
accepted,1,1,36000,3,1,1,1,2014,3,22,31,24490,0,5,1
unaccepted,1,1,36000,3,1,1,1,2014,3,28,36,20290,0,5,1
accepted,1,1,36000,3,1,1,1,2015,3,13,21,58295,1,5,1
accepted,1,1,36000,3,1,1,1,2015,3,14,23,37995,1,5,1
accepted,1,1,36000,3,1,1,1,2015,3,14,23,45695,1,5,1
accepted,1,1,36000,3,1,1,1,2015,3,15,23,26995,0,5,1
unaccepted,1,1,36000,3,1,1,1,2015,3,15,23,29995,1,5,1
accepted,1,1,36000,3,1,1,1,2015,3,15,25,32300,0,4,1
unaccepted,1,1,36000,3,1,1,1,2015,3,15,25,36300,0,4,1
unaccepted,1,1,36000,3,1,1,1,2015,3,15,25,46170,0,4,1
unaccepted,1,1,36000,3,1,1,1,2015,3,17,28,23800,0,4,1
accepted,1,1,36000,3,1,1,1,2015,3,19,30,26995,0,5,1
accepted,1,1,36000,3,1,1,1,2015,3,19,30,29995,1,5,1
accepted,1,1,36000,3,1,1,1,2015,3,22,31,22890,0,5,1
unaccepted,1,1,36000,3,1,1,1,2015,3,22,31,23090,0,5,1
unaccepted,1,1,36000,3,1,1,1,2015,3,22,31,24390,0,5,1
accepted,1,1,36000,3,1,1,1,2015,3,22,31,24590,0,5,1
unaccepted,1,1,36000,3,1,1,1,2015,3,22,31,25300,0,4,1
accepted,1,1,36000,3,1,1,1,2015,3,22,31,29300,0,4,1
accepted,1,1,36000,3,1,1,1,2015,3,28,36,20390,0,5,1
unaccepted,1,1,36000,3,1,1,1,2016,3,13,21,62495,1,5,1
unaccepted,1,1,36000,3,1,1,1,2016,3,14,21,47795,0,4,1
unaccepted,1,1,36000,3,1,1,1,2016,3,14,23,37995,1,5,1
accepted,1,1,36000,3,1,1,1,2016,3,14,23,49195,1,5,1
accepted,1,1,36000,3,1,1,1,2016,3,15,23,31995,0,5,1
unaccepted,1,1,36000,3,1,1,1,2016,3,15,25,32395,0,4,1
unaccepted,1,1,36000,3,1,1,1,2016,3,15,25,36395,0,4,1
accepted,1,1,36000,3,1,1,1,2016,3,17,28,24145,0,4,1
unaccepted,1,1,36000,3,1,1,1,2016,3,19,30,26995,0,5,1
unaccepted,1,1,36000,3,1,1,1,2016,3,22,31,25645,0,4,1
unaccepted,1,1,36000,3,1,1,1,2016,3,22,31,29645,0,4,1
accepted,1,1,36000,3,1,1,1,2016,3,26,38,19050,0,5,1
unaccepted,1,1,36000,3,1,1,1,2018,1,18,27,33995,1,5,1
unaccepted,1,1,36000,3,1,1,1,2018,3,13,21,64295,1,5,1
accepted,1,1,36000,3,1,1,1,2018,3,13,22,83295,0,1,1
accepted,1,1,36000,3,1,1,1,2018,3,14,21,55940,0,4,1
accepted,1,1,36000,3,1,1,1,2018,3,14,23,38995,1,5,1
unaccepted,1,1,36000,3,1,1,1,2018,3,14,23,49495,1,5,1
accepted,1,1,36000,3,1,1,1,2018,3,15,23,33995,0,5,1
accepted,1,1,36000,3,1,1,1,2018,3,19,30,27295,0,5,1
unaccepted,1,1,36000,3,1,1,1,2018,3,28,38,24100,0,5,1
accepted,1,1,36000,3,1,1,1,2018,3,28,38,24300,0,5,1
unaccepted,1,1,36000,3,1,1,1,2018,3,28,39,19350,0,5,1
unaccepted,1,1,36000,3,1,1,1,2018,3,30,41,21800,0,5,1
unaccepted,1,1,36000,3,1,1,1,2019,1,18,27,30895,0,5,1
accepted,1,1,36000,3,1,1,1,2019,1,18,27,33445,1,5,1
accepted,1,1,36000,3,1,1,1,2019,3,13,21,58995,1,5,1
unaccepted,1,1,36000,3,1,1,1,2019,3,14,21,59140,0,4,1
unaccepted,1,1,36000,3,1,1,1,2019,3,14,23,38995,1,5,1
unaccepted,1,1,36000,3,1,1,1,2019,3,15,23,34295,1,5,1
accepted,1,1,36000,3,1,1,1,2019,3,19,30,27845,0,5,1
accepted,1,1,36000,3,1,1,1,2019,3,19,30,30395,1,5,1
accepted,1,1,36000,3,1,1,1,2019,3,25,35,21450,0,5,1
accepted,1,1,36000,3,1,3,0,1997,3,17,26,18000,0,4,0
accepted,1,1,36000,3,1,3,0,1997,3,20,30,15355,0,4,0
accepted,1,1,36000,3,1,3,0,1998,3,17,25,20150,0,4,0
accepted,1,1,36000,3,1,3,0,1998,3,20,29,16150,0,4,0
unaccepted,1,1,36000,3,1,3,0,1999,3,20,29,16470,0,4,0
unaccepted,1,1,36000,3,1,3,0,2000,3,20,29,16710,0,4,0
unaccepted,1,1,36000,3,1,3,0,2000,3,25,33,12055,0,5,0
accepted,1,1,36000,3,1,3,0,2000,3,27,35,12055,0,5,0
unaccepted,1,1,36000,3,1,3,0,2001,3,25,33,12415,0,5,0
unaccepted,1,1,36000,3,1,3,1,1997,3,16,27,20115,0,4,0
accepted,1,1,36000,3,1,3,1,1997,3,18,26,25335,0,4,0
unaccepted,1,1,36000,3,1,3,1,1997,3,19,30,17470,0,4,0
unaccepted,1,1,36000,3,1,3,1,1997,3,19,30,17970,0,4,0
unaccepted,1,1,36000,3,1,3,1,1998,3,17,25,20470,0,4,0
unaccepted,1,1,36000,3,1,3,1,1998,3,17,25,37995,0,2,1
accepted,1,1,36000,3,1,3,1,1998,3,17,26,25710,0,4,0
unaccepted,1,1,36000,3,1,3,1,1998,3,19,30,16625,0,4,0
accepted,1,1,36000,3,1,3,1,1999,3,17,24,20965,0,4,0
accepted,1,1,36000,3,1,3,1,1999,3,17,24,21140,0,4,0
accepted,1,1,36000,3,1,3,1,1999,3,17,25,38820,0,2,1
accepted,1,1,36000,3,1,3,1,1999,3,18,28,38320,0,2,1
accepted,1,1,36000,3,1,3,1,1999,3,19,30,16705,0,4,0
unaccepted,1,1,36000,3,1,3,1,2000,3,17,24,27605,0,4,0
unaccepted,1,1,36000,3,1,3,1,2000,3,17,25,21205,0,4,0
accepted,1,1,36000,3,1,3,1,2000,3,17,25,21615,0,4,0
unaccepted,1,1,36000,3,1,3,1,2000,3,17,25,38705,0,2,1
accepted,1,1,36000,3,1,3,1,2000,3,17,25,39280,0,2,1
unaccepted,1,1,36000,3,1,3,1,2000,3,19,30,17040,0,4,0
accepted,1,1,36000,3,1,3,1,2001,3,18,26,21875,0,4,0
accepted,1,1,36000,3,1,3,1,2001,3,19,31,17305,0,4,0
accepted,1,1,36000,3,1,3,1,2002,3,18,25,22830,0,4,0
accepted,1,1,36000,3,1,3,1,2002,3,19,31,18415,0,4,0
unaccepted,1,1,36000,3,1,3,1,2014,3,28,36,18190,0,5,1
unaccepted,1,1,36000,3,1,3,1,2015,3,28,36,18290,0,5,1
accepted,1,1,36000,3,1,4,0,2001,3,19,29,17095,0,4,0
unaccepted,1,1,36000,3,1,4,0,2001,3,19,29,17660,0,4,0
unaccepted,1,1,36000,3,1,4,0,2002,3,20,29,17475,0,4,0
accepted,1,1,36000,3,1,4,0,2002,3,20,29,18080,0,4,0
accepted,1,1,36000,3,1,4,0,2002,3,25,34,12470,0,5,0
unaccepted,1,1,36000,3,1,4,0,2002,3,25,34,13815,0,5,0
accepted,1,1,36000,3,1,4,0,2002,3,25,34,14755,0,5,0
unaccepted,1,1,36000,3,1,4,0,2003,3,20,29,17720,0,4,0
accepted,1,1,36000,3,1,4,0,2003,3,20,29,18450,0,4,0
unaccepted,1,1,36000,3,1,4,0,2003,3,26,34,12820,0,5,0
unaccepted,1,1,36000,3,1,4,0,2003,3,26,34,14315,0,5,0
accepted,1,1,36000,3,1,4,0,2003,3,26,34,15205,0,5,0
accepted,1,1,36000,3,1,4,0,2004,3,17,25,23675,0,4,0
unaccepted,1,1,36000,3,1,4,0,2004,3,17,25,24845,0,4,0
accepted,1,1,36000,3,1,4,0,2004,3,20,29,18150,0,4,0
unaccepted,1,1,36000,3,1,4,0,2004,3,20,29,18880,0,4,0
unaccepted,1,1,36000,3,1,4,0,2004,3,20,29,19535,0,4,0
unaccepted,1,1,36000,3,1,4,0,2004,3,25,33,15510,0,5,0
accepted,1,1,36000,3,1,4,0,2004,3,26,33,12965,0,5,0
accepted,1,1,36000,3,1,4,0,2004,3,26,33,14495,0,5,0
unaccepted,1,1,36000,3,1,4,0,2005,3,19,28,19215,0,4,0
accepted,1,1,36000,3,1,4,0,2005,3,19,28,20090,0,4,0
accepted,1,1,36000,3,1,4,0,2005,3,26,35,13465,0,5,0
unaccepted,1,1,36000,3,1,4,0,2005,3,26,35,14985,0,5,0
accepted,1,1,36000,3,1,4,0,2005,3,26,35,16095,0,5,0
unaccepted,1,1,36000,3,1,4,0,2005,3,29,38,14460,0,5,0
unaccepted,1,1,36000,3,1,4,0,2005,3,29,38,14710,0,5,0
accepted,1,1,36000,3,1,4,0,2005,3,29,38,16210,0,5,0
unaccepted,1,1,36000,3,1,4,0,2005,3,29,38,16460,0,5,0
accepted,1,1,36000,3,1,4,0,2005,3,29,38,16860,0,5,0
accepted,1,1,36000,3,1,4,0,2005,3,32,38,13660,0,5,0
unaccepted,1,1,36000,3,1,4,0,2005,3,32,38,13910,0,5,0
accepted,1,1,36000,3,1,4,0,2005,3,32,38,15410,0,5,0
accepted,1,1,36000,3,1,4,0,2005,3,32,38,15660,0,5,0
accepted,1,1,36000,3,1,4,0,2005,3,32,38,16060,0,5,0
accepted,1,1,36000,3,1,4,0,2005,3,36,44,13960,0,5,0
unaccepted,1,1,36000,3,1,4,0,2005,3,36,44,14210,0,5,0
accepted,1,1,36000,3,1,4,0,2006,3,19,28,19115,0,4,0
accepted,1,1,36000,3,1,4,0,2006,3,19,28,19215,0,4,0
unaccepted,1,1,36000,3,1,4,0,2006,3,19,28,20090,0,4,0
unaccepted,1,1,36000,3,1,4,0,2006,3,26,34,13450,0,5,0
accepted,1,1,36000,3,1,4,0,2006,3,26,34,14715,0,5,0
accepted,1,1,36000,3,1,4,0,2006,3,26,34,15475,0,5,0
accepted,1,1,36000,3,1,4,0,2007,3,27,37,13715,0,5,0
accepted,1,1,36000,3,1,4,0,2007,3,27,37,15005,0,5,0
unaccepted,1,1,36000,3,1,4,0,2007,3,27,37,15765,0,5,0
unaccepted,1,1,36000,3,1,4,0,2008,3,17,26,19650,0,4,1
unaccepted,1,1,36000,3,1,4,0,2008,3,17,26,20880,0,4,1
unaccepted,1,1,36000,3,1,4,0,2008,3,24,35,14395,0,5,1
unaccepted,1,1,36000,3,1,4,0,2008,3,24,35,15225,0,5,1
accepted,1,1,36000,3,1,4,0,2008,3,24,35,16570,0,5,1
unaccepted,1,1,36000,3,1,4,0,2009,3,17,26,20430,0,4,1
unaccepted,1,1,36000,3,1,4,0,2009,3,17,26,22520,0,4,1
accepted,1,1,36000,3,1,4,0,2009,3,24,35,16400,0,5,1
unaccepted,1,1,36000,3,1,4,0,2009,3,24,35,17865,0,5,1
accepted,1,1,36000,3,1,4,1,2000,3,61,70,18880,0,2,0
accepted,1,1,36000,3,1,4,1,2000,3,61,70,20080,0,2,0
unaccepted,1,1,36000,3,1,4,1,2001,3,17,25,28605,0,4,0
accepted,1,1,36000,3,1,4,1,2001,3,18,25,22730,0,4,0
accepted,1,1,36000,3,1,4,1,2001,3,18,25,23880,0,4,0
unaccepted,1,1,36000,3,1,4,1,2001,3,18,25,26230,0,4,0
accepted,1,1,36000,3,1,4,1,2001,3,18,26,40280,0,2,1
unaccepted,1,1,36000,3,1,4,1,2001,3,19,28,48055,0,2,0
unaccepted,1,1,36000,3,1,4,1,2001,3,19,29,18890,0,4,0
unaccepted,1,1,36000,3,1,4,1,2001,3,61,68,18980,0,2,0
unaccepted,1,1,36000,3,1,4,1,2001,3,61,68,20180,0,2,0
accepted,1,1,36000,3,1,4,1,2002,3,18,25,41680,0,2,1
unaccepted,1,1,36000,3,1,4,1,2002,3,18,26,23220,0,4,0
accepted,1,1,36000,3,1,4,1,2002,3,18,26,24390,0,4,0
unaccepted,1,1,36000,3,1,4,1,2002,3,19,28,50430,0,2,0
accepted,1,1,36000,3,1,4,1,2002,3,20,29,19195,0,4,0
accepted,1,1,36000,3,1,4,1,2002,3,28,36,17480,0,5,0
accepted,1,1,36000,3,1,4,1,2002,3,61,68,19080,0,2,0
unaccepted,1,1,36000,3,1,4,1,2002,3,61,68,20280,0,2,0
unaccepted,1,1,36000,3,1,4,1,2003,3,16,22,33460,0,4,0
accepted,1,1,36000,3,1,4,1,2003,3,16,22,34935,0,4,0
accepted,1,1,36000,3,1,4,1,2003,3,18,25,43635,0,2,1
unaccepted,1,1,36000,3,1,4,1,2003,3,18,26,23705,0,4,0
accepted,1,1,36000,3,1,4,1,2003,3,18,26,24875,0,4,0
accepted,1,1,36000,3,1,4,1,2003,3,18,26,28705,0,4,0
accepted,1,1,36000,3,1,4,1,2003,3,19,28,51435,0,2,0
accepted,1,1,36000,3,1,4,1,2003,3,20,29,19565,0,4,0
accepted,1,1,36000,3,1,4,1,2003,3,22,28,18585,0,5,0
unaccepted,1,1,36000,3,1,4,1,2003,3,61,68,19080,0,2,0
unaccepted,1,1,36000,3,1,4,1,2003,3,61,68,20280,0,2,0
accepted,1,1,36000,3,1,4,1,2004,3,17,24,34860,0,4,0
unaccepted,1,1,36000,3,1,4,1,2004,3,17,25,29250,0,4,0
accepted,1,1,36000,3,1,4,1,2004,3,18,25,43835,0,2,1
unaccepted,1,1,36000,3,1,4,1,2004,3,19,28,52185,0,2,0
accepted,1,1,36000,3,1,4,1,2004,3,21,28,18830,0,5,0
accepted,1,1,36000,3,1,4,1,2004,3,60,66,19180,0,2,0
unaccepted,1,1,36000,3,1,4,1,2004,3,60,66,20380,0,2,0
accepted,1,1,36000,3,1,4,1,2005,3,17,25,25140,0,4,0
unaccepted,1,1,36000,3,1,4,1,2005,3,17,25,26320,0,4,0
accepted,1,1,36000,3,1,4,1,2005,3,18,28,43710,0,2,1
unaccepted,1,1,36000,3,1,4,1,2005,3,26,31,19320,0,5,0
accepted,1,1,36000,3,1,4,1,2005,3,26,31,19570,0,5,0
accepted,1,1,36000,3,1,4,1,2005,3,31,38,17910,0,5,0
accepted,1,1,36000,3,1,4,1,2005,3,31,38,18160,0,5,0
unaccepted,1,1,36000,3,1,4,1,2005,3,31,38,18360,0,5,0
accepted,1,1,36000,3,1,4,1,2005,3,32,37,17110,0,5,0
unaccepted,1,1,36000,3,1,4,1,2005,3,32,37,17360,0,5,0
unaccepted,1,1,36000,3,1,4,1,2005,3,32,37,17560,0,5,0
unaccepted,1,1,36000,3,1,4,1,2005,3,61,66,19330,0,2,0
unaccepted,1,1,36000,3,1,4,1,2005,3,61,66,20530,0,2,0
accepted,1,1,36000,3,1,4,1,2006,3,16,26,64890,0,2,1
unaccepted,1,1,36000,3,1,4,1,2006,3,17,25,25140,0,4,0
unaccepted,1,1,36000,3,1,4,1,2006,3,17,25,26320,0,4,0
unaccepted,1,1,36000,3,1,4,1,2006,3,18,28,43690,0,2,1
accepted,1,1,36000,3,1,4,1,2006,3,30,38,14560,0,5,0
unaccepted,1,1,36000,3,1,4,1,2006,3,30,38,16510,0,5,0
unaccepted,1,1,36000,3,1,4,1,2006,3,30,38,18460,0,5,0
unaccepted,1,1,36000,3,1,4,1,2006,3,30,38,20210,0,5,0
accepted,1,1,36000,3,1,4,1,2006,3,30,40,15360,0,5,0
unaccepted,1,1,36000,3,1,4,1,2006,3,30,40,17310,0,5,0
accepted,1,1,36000,3,1,4,1,2006,3,30,40,19260,0,5,0
accepted,1,1,36000,3,1,4,1,2006,3,30,40,21010,0,5,0
unaccepted,1,1,36000,3,1,4,1,2006,3,60,66,19330,0,2,0
unaccepted,1,1,36000,3,1,4,1,2006,3,60,66,20530,0,2,0
unaccepted,1,1,36000,3,1,4,1,2007,3,16,26,69175,0,2,1
accepted,1,1,36000,3,1,4,1,2007,3,18,28,44250,0,2,1
unaccepted,1,1,36000,3,1,4,1,2007,3,23,32,21090,0,5,0
unaccepted,1,1,36000,3,1,4,1,2007,3,23,32,21290,0,5,0
accepted,1,1,36000,3,1,4,1,2007,3,23,32,22840,0,5,0
unaccepted,1,1,36000,3,1,4,1,2007,3,23,32,23040,0,5,0
accepted,1,1,36000,3,1,4,1,2007,3,30,38,14810,0,5,0
unaccepted,1,1,36000,3,1,4,1,2007,3,30,38,16760,0,5,0
unaccepted,1,1,36000,3,1,4,1,2007,3,30,38,18710,0,5,0
accepted,1,1,36000,3,1,4,1,2007,3,30,38,20460,0,5,0
accepted,1,1,36000,3,1,4,1,2007,3,30,40,15610,0,5,0
accepted,1,1,36000,3,1,4,1,2007,3,30,40,17560,0,5,0
accepted,1,1,36000,3,1,4,1,2007,3,30,40,19510,0,5,0
unaccepted,1,1,36000,3,1,4,1,2007,3,30,40,21260,0,5,0
accepted,1,1,36000,3,1,4,1,2008,3,13,18,37320,0,5,1
accepted,1,1,36000,3,1,4,1,2008,3,14,20,42330,0,4,1
accepted,1,1,36000,3,1,4,1,2008,3,15,23,26240,0,4,1
unaccepted,1,1,36000,3,1,4,1,2008,3,15,23,27420,0,4,1
unaccepted,1,1,36000,3,1,4,1,2008,3,15,24,71275,0,2,1
unaccepted,1,1,36000,3,1,4,1,2008,3,16,26,46100,0,2,1
accepted,1,1,36000,3,1,4,1,2008,3,21,29,21110,0,5,1
unaccepted,1,1,36000,3,1,4,1,2008,3,21,29,21310,0,5,1
accepted,1,1,36000,3,1,4,1,2008,3,21,29,22860,0,5,1
accepted,1,1,36000,3,1,4,1,2008,3,21,29,23060,0,5,1
accepted,1,1,36000,3,1,4,1,2008,3,25,36,15610,0,5,1
unaccepted,1,1,36000,3,1,4,1,2008,3,25,36,17560,0,5,1
accepted,1,1,36000,3,1,4,1,2008,3,25,36,19510,0,5,1
unaccepted,1,1,36000,3,1,4,1,2008,3,25,36,20710,0,5,1
unaccepted,1,1,36000,3,1,4,1,2008,3,25,36,21260,0,5,1
unaccepted,1,1,36000,3,1,4,1,2008,3,25,36,22460,0,5,1
accepted,1,1,36000,3,1,4,1,2008,3,26,34,14810,0,5,1
unaccepted,1,1,36000,3,1,4,1,2008,3,26,34,16760,0,5,1
accepted,1,1,36000,3,1,4,1,2008,3,26,34,18710,0,5,1
accepted,1,1,36000,3,1,4,1,2008,3,26,34,19910,0,5,1
unaccepted,1,1,36000,3,1,4,1,2008,3,26,34,20460,0,5,1
unaccepted,1,1,36000,3,1,4,1,2008,3,26,34,21660,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,13,19,40220,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,14,20,43125,0,4,1
accepted,1,1,36000,3,1,4,1,2009,3,14,20,103970,0,2,1
accepted,1,1,36000,3,1,4,1,2009,3,15,23,27210,0,4,1
unaccepted,1,1,36000,3,1,4,1,2009,3,15,23,29160,0,4,1
unaccepted,1,1,36000,3,1,4,1,2009,3,15,24,73925,0,2,1
unaccepted,1,1,36000,3,1,4,1,2009,3,16,25,30220,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,16,26,48565,0,2,1
accepted,1,1,36000,3,1,4,1,2009,3,17,25,22220,0,5,1
accepted,1,1,36000,3,1,4,1,2009,3,21,29,21905,0,5,1
accepted,1,1,36000,3,1,4,1,2009,3,21,29,22105,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,21,29,23905,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,21,29,24105,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,25,36,16105,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,25,36,18055,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,25,36,20105,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,25,36,21655,0,5,1
accepted,1,1,36000,3,1,4,1,2009,3,25,36,22105,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,25,36,23655,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,26,34,15305,0,5,1
accepted,1,1,36000,3,1,4,1,2009,3,26,34,17255,0,5,1
accepted,1,1,36000,3,1,4,1,2009,3,26,34,19305,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,26,34,20855,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,26,34,21305,0,5,1
unaccepted,1,1,36000,3,1,4,1,2009,3,26,34,22855,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,14,20,106880,0,2,1
unaccepted,1,1,36000,3,1,4,1,2010,3,14,22,46725,0,4,1
unaccepted,1,1,36000,3,1,4,1,2010,3,15,24,74285,0,2,1
accepted,1,1,36000,3,1,4,1,2010,3,16,24,28395,0,4,1
accepted,1,1,36000,3,1,4,1,2010,3,16,24,30945,0,4,1
unaccepted,1,1,36000,3,1,4,1,2010,3,16,24,31395,0,4,1
accepted,1,1,36000,3,1,4,1,2010,3,16,24,33945,1,4,1
unaccepted,1,1,36000,3,1,4,1,2010,3,16,25,30860,0,5,1
unaccepted,1,1,36000,3,1,4,1,2010,3,16,26,48930,0,2,1
accepted,1,1,36000,3,1,4,1,2010,3,16,26,54770,0,2,1
unaccepted,1,1,36000,3,1,4,1,2010,3,17,25,23245,0,5,1
unaccepted,1,1,36000,3,1,4,1,2010,3,17,29,22680,0,4,1
accepted,1,1,36000,3,1,4,1,2010,3,17,29,23880,0,4,1
unaccepted,1,1,36000,3,1,4,1,2010,3,17,29,26875,1,4,1
accepted,1,1,36000,3,1,4,1,2010,3,18,26,21395,0,4,1
unaccepted,1,1,36000,3,1,4,1,2010,3,18,26,24395,0,4,1
unaccepted,1,1,36000,3,1,4,1,2010,3,21,29,22055,0,5,1
unaccepted,1,1,36000,3,1,4,1,2010,3,21,29,22255,0,5,1
unaccepted,1,1,36000,3,1,4,1,2010,3,21,29,24055,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,21,29,24255,0,5,1
unaccepted,1,1,36000,3,1,4,1,2010,3,24,35,17170,0,5,1
unaccepted,1,1,36000,3,1,4,1,2010,3,24,35,18780,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,25,36,16255,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,25,36,18205,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,25,36,20255,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,25,36,21805,0,5,1
unaccepted,1,1,36000,3,1,4,1,2010,3,25,36,22255,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,25,36,23805,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,26,34,15455,0,5,1
unaccepted,1,1,36000,3,1,4,1,2010,3,26,34,17405,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,26,34,19455,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,26,34,21005,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,26,34,21455,0,5,1
accepted,1,1,36000,3,1,4,1,2010,3,26,34,23005,0,5,1
accepted,1,1,36000,3,1,4,1,2011,3,14,20,110300,0,2,1
accepted,1,1,36000,3,1,4,1,2011,3,14,22,42780,0,5,1
unaccepted,1,1,36000,3,1,4,1,2011,3,15,23,48645,0,4,1
accepted,1,1,36000,3,1,4,1,2011,3,15,24,74375,0,2,1
unaccepted,1,1,36000,3,1,4,1,2011,3,16,24,31070,0,4,1
accepted,1,1,36000,3,1,4,1,2011,3,16,24,34420,1,4,1
accepted,1,1,36000,3,1,4,1,2011,3,16,25,29895,0,5,1
unaccepted,1,1,36000,3,1,4,1,2011,3,16,26,49045,0,2,1
accepted,1,1,36000,3,1,4,1,2011,3,16,26,55045,0,2,1
unaccepted,1,1,36000,3,1,4,1,2011,3,17,26,29645,0,4,1
unaccepted,1,1,36000,3,1,4,1,2011,3,17,26,32845,0,4,1
accepted,1,1,36000,3,1,4,1,2011,3,17,28,22805,0,4,1
unaccepted,1,1,36000,3,1,4,1,2011,3,17,28,24005,0,4,1
unaccepted,1,1,36000,3,1,4,1,2011,3,17,28,27350,1,4,1
accepted,1,1,36000,3,1,4,1,2011,3,18,27,24895,0,5,1
accepted,1,1,36000,3,1,4,1,2011,3,18,29,23975,0,4,1
unaccepted,1,1,36000,3,1,4,1,2011,3,19,29,22145,0,4,1
unaccepted,1,1,36000,3,1,4,1,2011,3,19,29,25845,0,4,1
